date,btg_water_temp_daily_mean,btg_water_temp_valid_hours,btg_water_temp_available,btg_pressure_daily_mean,btg_pressure_valid_hours,btg_pressure_available
2015-08-24,12.413916666666667,24,True,1013.6875,24,True
2015-08-25,13.727125000000001,24,True,1018.1666666666666,24,True
2015-08-26,14.519625,24,True,1018.3541666666666,24,True
2015-08-27,14.451416666666667,24,True,1015.15625,24,True
2015-08-28,14.101208333333332,24,True,1014.4895833333334,24,True
2015-08-29,12.646374999999999,24,True,1012.7395833333334,24,True
2015-08-30,13.23075,24,True,1014.0,24,True
2015-08-31,13.292333333333334,24,True,1015.03125,24,True
2015-09-01,13.946458333333332,24,True,1016.3229166666666,24,True
2015-09-02,13.998958333333333,24,True,1016.4166666666666,24,True
2015-09-03,13.778458333333333,24,True,1015.59375,24,True
2015-09-04,14.111041666666667,24,True,1015.3333333333334,24,True
2015-09-05,13.843000000000002,24,True,1014.4270833333334,24,True
2015-09-06,14.8735,24,True,1015.6979166666666,24,True
2015-09-07,14.484499999999999,24,True,1018.0520833333334,24,True
2015-09-08,14.433833333333332,24,True,1016.4895833333334,24,True
2015-09-09,14.701125,24,True,1016.0520833333334,24,True
2015-09-10,15.042583333333333,24,True,1018.6979166666666,24,True
2015-09-11,14.481541666666667,24,True,1018.3645833333334,24,True
2015-09-12,13.85025,24,True,1016.75,24,True
2015-09-13,13.432833333333333,24,True,1013.6458333333334,24,True
2015-09-14,14.135458333333332,24,True,1013.3125,24,True
2015-09-15,14.445124999999999,24,True,1014.8090416666668,24,True
2015-09-16,14.058750000000002,24,True,1017.4791666666666,24,True
2015-09-17,13.315875,24,True,1017.2083333333334,24,True
2015-09-18,13.225541666666667,24,True,1016.875,24,True
2015-09-19,13.097333333333333,24,True,1013.4479166666666,24,True
2015-09-20,13.577958333333333,24,True,1011.71875,24,True
2015-09-21,14.215708333333334,24,True,1015.1770833333334,24,True
2015-09-22,12.976916666666666,24,True,1014.8125,24,True
2015-09-23,12.760958333333333,24,True,1015.8854166666666,24,True
2015-09-24,14.374541666666666,24,True,1021.1354166666666,24,True
2015-09-25,13.894583333333335,24,True,1016.4479166666666,24,True
2015-09-26,13.7095,24,True,1020.1145833333334,24,True
2015-09-27,14.744333333333332,24,True,1017.6770833333334,24,True
2015-09-28,17.397375,24,True,1012.8229166666666,24,True
2015-09-29,14.282125,24,True,1011.6875,24,True
2015-09-30,13.316458333333335,24,True,1013.2291666666666,24,True
2015-10-01,14.276375,24,True,1016.5416666666666,24,True
2015-10-02,14.98475,24,True,1013.625,24,True
2015-10-03,14.000916666666667,24,True,1013.5729166666666,24,True
2015-10-04,14.410541666666667,24,True,1017.0625,24,True
2015-10-05,15.467666666666666,24,True,1016.53125,24,True
2015-10-06,14.659666666666666,24,True,1016.9166666666666,24,True
2015-10-07,13.764083333333334,24,True,1017.8958333333334,24,True
2015-10-08,14.303083333333333,24,True,1016.0729166666666,24,True
2015-10-09,13.362833333333333,24,True,1018.1145833333334,24,True
2015-10-10,12.505583333333334,24,True,1018.5625,24,True
2015-10-11,13.221916666666667,24,True,1016.8854166666666,24,True
2015-10-12,13.127,24,True,1014.53125,24,True
2015-10-13,12.919458333333333,24,True,1015.4166666666666,24,True
2015-10-14,13.7055,24,True,1018.4583333333334,24,True
2015-10-15,13.2525,24,True,1018.0416666666666,24,True
2015-10-16,13.956833333333334,24,True,1016.09375,24,True
2015-10-17,14.765916666666667,24,True,1014.0416666666666,24,True
2015-10-18,13.955666666666666,24,True,1013.2083333333334,24,True
2015-10-19,14.715958333333333,24,True,1018.1145833333334,24,True
2015-10-20,14.005333333333333,24,True,1016.5,24,True
2015-10-21,14.48025,24,True,1015.5729166666666,24,True
2015-10-22,14.859124999999999,24,True,1014.21875,24,True
2015-10-23,14.738124999999998,24,True,1013.8333333333334,24,True
2015-10-24,15.218416666666668,24,True,1016.75,24,True
2015-10-25,16.339875,24,True,1015.96875,24,True
2015-10-26,16.844541666666668,24,True,1015.0833333333334,24,True
2015-10-27,15.620291666666667,24,True,1015.59375,24,True
2015-10-28,15.897083333333335,24,True,1017.1875,24,True
2015-10-29,15.866375,24,True,1019.1875,24,True
2015-10-30,16.202625,24,True,1015.1145833333334,24,True
2015-10-31,14.808333333333332,24,True,1015.40625,24,True
2015-11-01,14.809166666666668,24,True,1016.3541666666666,24,True
2015-11-02,15.016375000000002,24,True,1016.2291666666666,24,True
2015-11-03,15.270874999999998,24,True,1018.625,24,True
2015-11-04,15.747250000000001,24,True,1019.9166666666666,24,True
2015-11-05,15.029166666666667,24,True,1017.1041666666666,24,True
2015-11-06,14.933166666666667,24,True,1016.3645833333334,24,True
2015-11-07,14.4475,24,True,1016.3854166666666,24,True
2015-11-08,14.815541666666666,24,True,1014.3333333333334,24,True
2015-11-09,14.631791666666667,24,True,1016.59375,24,True
2015-11-10,14.339458333333333,24,True,1017.3645833333334,24,True
2015-11-11,14.234541666666667,24,True,1017.0,24,True
2015-11-12,15.685166666666667,24,True,1015.65625,24,True
2015-11-13,16.259249999999998,24,True,1011.03125,24,True
2015-11-14,15.332625,24,True,1011.71875,24,True
2015-11-15,15.567416666666666,24,True,1013.5520833333334,24,True
2015-11-16,15.739125,24,True,1013.8333333333334,24,True
2015-11-17,15.318916666666667,24,True,1012.9583333333334,24,True
2015-11-18,15.207291666666668,24,True,1013.8541666666666,24,True
2015-11-19,15.070708333333334,24,True,1016.8125,24,True
2015-11-20,14.527499999999998,24,True,1012.5,24,True
2015-11-21,14.528875,24,True,1013.6041666666666,24,True
2015-11-22,14.969625,24,True,1013.125,24,True
2015-11-23,15.093416666666668,24,True,1012.34375,24,True
2015-11-24,15.382666666666665,24,True,1011.6979166666666,24,True
2015-11-25,16.043291666666665,24,True,1013.9375,24,True
2015-11-26,16.041166666666665,24,True,1015.8229166666666,24,True
2015-11-27,17.438,24,True,1014.2395833333334,24,True
2015-11-28,16.019166666666667,24,True,1010.6354166666666,24,True
2015-11-29,14.465083333333332,24,True,1011.7395833333334,24,True
2015-11-30,15.356791666666666,24,True,1013.25,24,True
2015-12-01,16.203833333333332,24,True,1010.9270833333334,24,True
2015-12-02,16.181833333333334,24,True,1014.4166666666666,24,True
2015-12-03,17.207416666666667,24,True,1013.46875,24,True
2015-12-04,17.245416666666667,24,True,1013.6770833333334,24,True
2015-12-05,17.223458333333333,24,True,1014.25,24,True
2015-12-06,18.593166666666665,24,True,1013.2604166666666,24,True
2015-12-07,17.1035,24,True,1010.6979166666666,24,True
2015-12-08,17.23675,24,True,1012.25,24,True
2015-12-09,16.83575,24,True,1016.0625,24,True
2015-12-10,16.907791666666665,24,True,1014.8541666666666,24,True
2015-12-11,16.635083333333334,24,True,1012.4270833333334,24,True
2015-12-12,16.939333333333334,24,True,1012.46875,24,True
2015-12-13,17.48391666666667,24,True,1014.25,24,True
2015-12-14,18.07133333333333,24,True,1012.0625,24,True
2015-12-15,16.823541666666667,24,True,1012.9479166666666,24,True
2015-12-16,17.970458333333333,24,True,1013.4270833333334,24,True
2015-12-17,16.831875,24,True,1012.9583333333334,24,True
2015-12-18,17.710708333333333,24,True,1010.1979166666666,24,True
2015-12-19,16.824583333333333,24,True,1012.9895833333334,24,True
2015-12-20,16.955541666666665,24,True,1014.6354166666666,24,True
2015-12-21,16.96141666666667,24,True,1012.2291666666666,24,True
2015-12-22,17.633708333333335,24,True,1011.5833333333334,24,True
2015-12-23,19.06925,24,True,1010.9479166666666,24,True
2015-12-24,17.798791666666666,24,True,1010.1770833333334,24,True
2015-12-25,17.816291666666668,24,True,1011.4791666666666,24,True
2015-12-26,17.520833333333332,24,True,1009.3229166666666,24,True
2015-12-27,17.1315,24,True,1008.9270833333334,24,True
2015-12-28,17.430375,24,True,1010.5625,24,True
2015-12-29,18.660541666666667,24,True,1014.3958333333334,24,True
2015-12-30,19.213125,24,True,1012.625,24,True
2015-12-31,18.085416666666667,24,True,1010.125,24,True
2016-01-01,18.234041666666666,24,True,1010.2916666666666,24,True
2016-01-02,18.218291666666666,24,True,1012.3020833333334,24,True
2016-01-03,19.026416666666666,24,True,1012.4583333333334,24,True
2016-01-04,19.11583333333333,24,True,1012.6770833333334,24,True
2016-01-05,17.850458333333332,24,True,1013.9791666666666,24,True
2016-01-06,18.163166666666665,24,True,1015.3333333333334,24,True
2016-01-07,18.5225,24,True,1014.3194583333334,24,True
2016-01-08,18.687625,24,True,1014.1979166666666,24,True
2016-01-09,18.921,24,True,1012.625,24,True
2016-01-10,18.409833333333335,24,True,1013.4375,24,True
2016-01-11,18.570041666666665,24,True,1014.3020833333334,24,True
2016-01-12,18.881666666666664,24,True,1015.8541666666666,24,True
2016-01-13,18.737375,24,True,1014.6458333333334,24,True
2016-01-14,18.668833333333335,24,True,1014.5,24,True
2016-01-15,19.619666666666667,24,True,1012.0416666666666,24,True
2016-01-16,18.827541666666665,24,True,1011.2291666666666,24,True
2016-01-17,18.396041666666665,24,True,1012.2604166666666,24,True
2016-01-18,18.17620833333333,24,True,1013.9791666666666,24,True
2016-01-19,19.293541666666666,24,True,1012.0833333333334,24,True
2016-01-20,19.185458333333333,24,True,1013.6875,24,True
2016-01-21,19.223625000000002,24,True,1014.40625,24,True
2016-01-22,19.616333333333333,24,True,1013.09375,24,True
2016-01-23,19.793208333333332,24,True,1013.2708333333334,24,True
2016-01-24,20.3995,24,True,1012.1354166666666,24,True
2016-01-25,19.146125,24,True,1013.6041666666666,24,True
2016-01-26,19.723166666666668,24,True,1015.7916666666666,24,True
2016-01-27,20.382625,24,True,1012.71875,24,True
2016-01-28,20.222166666666666,24,True,1011.4270833333334,24,True
2016-01-29,20.06625,24,True,1013.0520833333334,24,True
2016-01-30,19.703125,24,True,1012.75,24,True
2016-01-31,19.748375,24,True,1014.2291666666666,24,True
2016-02-01,19.730375,24,True,1012.6458333333334,24,True
2016-02-02,20.868291666666668,24,True,1011.875,24,True
2016-02-03,20.820625,24,True,1011.6354166666666,24,True
2016-02-04,20.377458333333333,24,True,1013.53125,24,True
2016-02-05,19.930458333333334,24,True,1013.2604166666666,24,True
2016-02-06,19.114083333333333,24,True,1013.4270833333334,24,True
2016-02-07,19.019916666666667,24,True,1012.6666666666666,24,True
2016-02-08,19.17275,24,True,1012.5520833333334,24,True
2016-02-09,18.394791666666666,24,True,1013.5833333333334,24,True
2016-02-10,19.350958333333335,24,True,1014.0729166666666,24,True
2016-02-11,18.348833333333335,24,True,1012.8541666666666,24,True
2016-02-12,18.87516666666667,24,True,1012.59375,24,True
2016-02-13,18.449,24,True,1012.5416666666666,24,True
2016-02-14,18.349083333333333,24,True,1010.1458333333334,24,True
2016-02-15,17.781625000000002,24,True,1007.8125,24,True
2016-02-16,18.08775,24,True,1009.34375,24,True
2016-02-17,17.923625,24,True,1010.6145833333334,24,True
2016-02-18,18.656291666666664,24,True,1013.8020833333334,24,True
2016-02-19,18.632166666666667,24,True,1011.2916666666666,24,True
2016-02-20,17.919333333333334,24,True,1007.3958333333334,24,True
2016-02-21,17.374791666666667,24,True,1008.6979166666666,24,True
2016-02-22,18.413458333333335,24,True,1010.5104166666666,24,True
2016-02-23,18.637125,24,True,1011.71875,24,True
2016-02-24,18.646166666666666,24,True,1012.96875,24,True
2016-02-25,18.379375,24,True,1011.84375,24,True
2016-02-26,17.861250000000002,24,True,1012.3854166666666,24,True
2016-02-27,16.709791666666668,24,True,1013.1875,24,True
2016-02-28,16.632416666666668,24,True,1013.4791666666666,24,True
2016-02-29,16.799875,24,True,1014.28125,24,True
2016-03-01,16.110208333333333,24,True,1013.25,24,True
2016-03-02,15.871833333333333,24,True,1013.1354166666666,24,True
2016-03-03,17.001,24,True,1013.1354166666666,24,True
2016-03-04,16.801041666666666,24,True,1014.0520833333334,24,True
2016-03-05,17.63,24,True,1014.3333333333334,24,True
2016-03-06,17.325083333333335,24,True,1015.6979166666666,24,True
2016-03-07,17.465208333333333,24,True,1015.6145833333334,24,True
2016-03-08,17.258458333333333,24,True,1015.7916666666666,24,True
2016-03-09,17.314333333333334,24,True,1014.0,24,True
2016-03-10,17.990083333333335,24,True,1014.65625,24,True
2016-03-11,17.905,24,True,1014.5520833333334,24,True
2016-03-12,18.013166666666667,24,True,1015.3125,24,True
2016-03-13,18.418208333333332,24,True,1014.3333333333334,24,True
2016-03-14,17.613666666666667,24,True,1014.0625,24,True
2016-03-15,17.223583333333334,24,True,1014.5,24,True
2016-03-16,16.876458333333332,24,True,1013.5208333333334,24,True
2016-03-17,17.854875,24,True,1015.0,24,True
2016-03-18,16.623166666666666,24,True,1012.7916666666666,24,True
2016-03-19,15.811375,24,True,1013.7083333333334,24,True
2016-03-20,15.526625000000001,24,True,1014.5104166666666,24,True
2016-03-21,16.30725,24,True,1015.3125,24,True
2016-03-22,16.353833333333334,24,True,1013.5833333333334,24,True
2016-03-23,16.803708333333333,24,True,1014.84375,24,True
2016-03-24,17.614166666666666,24,True,1014.0625,24,True
2016-03-25,16.6825,24,True,1010.4166666666666,24,True
2016-03-26,17.07225,24,True,1013.84375,24,True
2016-03-27,17.623,24,True,1015.6145833333334,24,True
2016-03-28,17.429125,24,True,1014.8854166666666,24,True
2016-03-29,17.550291666666666,24,True,1015.5729166666666,24,True
2016-03-30,17.358833333333333,24,True,1015.6145833333334,24,True
2016-03-31,17.351291666666665,24,True,1013.46875,24,True
2016-04-01,16.84958333333333,24,True,1016.1458333333334,24,True
2016-04-02,16.746375,24,True,1014.9479166666666,24,True
2016-04-03,16.61225,24,True,1016.5416666666666,24,True
2016-04-04,16.801958333333335,24,True,1016.5625,24,True
2016-04-05,16.523083333333336,24,True,1014.0729166666666,24,True
2016-04-06,15.40975,24,True,1014.75,24,True
2016-04-07,16.161333333333335,24,True,1013.65625,24,True
2016-04-08,15.844375,24,True,1013.9166666666666,24,True
2016-04-09,15.990583333333333,24,True,1014.9583333333334,24,True
2016-04-10,14.594791666666666,24,True,1012.4895833333334,24,True
2016-04-11,15.410541666666667,24,True,1014.6875,24,True
2016-04-12,16.251583333333333,24,True,1018.5104166666666,24,True
2016-04-13,15.883166666666666,24,True,1016.5520833333334,24,True
2016-04-14,16.503083333333333,24,True,1013.1354166666666,24,True
2016-04-15,16.69025,24,True,1011.4791666666666,24,True
2016-04-16,17.152583333333336,24,True,1011.7916666666666,24,True
2016-04-17,17.736666666666668,24,True,1013.6979166666666,24,True
2016-04-18,16.338416666666667,24,True,1016.9270833333334,24,True
2016-04-19,16.228083333333334,24,True,1015.7708333333334,24,True
2016-04-20,14.701749999999999,24,True,1016.7083333333334,24,True
2016-04-21,14.435916666666666,24,True,1012.6041666666666,24,True
2016-04-22,14.642000000000001,24,True,1015.5833333333334,24,True
2016-04-23,15.346958333333333,24,True,1016.2708333333334,24,True
2016-04-24,16.301291666666668,24,True,1016.6875,24,True
2016-04-25,14.577208333333333,24,True,1016.8645833333334,24,True
2016-04-26,13.510625,24,True,1013.90625,24,True
2016-04-27,13.147625,24,True,1014.03125,24,True
2016-04-28,14.545208333333333,24,True,1015.5625,24,True
2016-04-29,13.168999999999999,24,True,1015.0520833333334,24,True
2016-04-30,12.601166666666666,24,True,1009.9895833333334,24,True
2016-05-01,15.35075,24,True,1015.71875,24,True
2016-05-02,15.009458333333333,24,True,1015.7083333333334,24,True
2016-05-03,13.988666666666667,24,True,1014.7708333333334,24,True
2016-05-04,14.656125000000001,24,True,1015.4583333333334,24,True
2016-05-05,15.150416666666667,24,True,1016.6666666666666,24,True
2016-05-06,14.498916666666666,24,True,1015.0416666666666,24,True
2016-05-07,14.492166666666668,24,True,1015.71875,24,True
2016-05-08,14.050291666666666,24,True,1015.0625,24,True
2016-05-09,14.294791666666667,24,True,1015.8020833333334,24,True
2016-05-10,14.138708333333334,24,True,1015.0,24,True
2016-05-11,15.159374999999999,24,True,1018.0625,24,True
2016-05-12,15.131041666666667,24,True,1015.8541666666666,24,True
2016-05-13,13.791333333333334,24,True,1012.9270833333334,24,True
2016-05-14,14.590791666666666,24,True,1016.03125,24,True
2016-05-15,14.237333333333334,24,True,1016.84375,24,True
2016-05-16,14.401583333333333,24,True,1015.0520833333334,24,True
2016-05-17,14.901583333333333,24,True,1015.4895833333334,24,True
2016-05-18,14.811875,24,True,1015.9166666666666,24,True
2016-05-19,13.56225,24,True,1016.15625,24,True
2016-05-20,15.062791666666667,24,True,1016.8229166666666,24,True
2016-05-21,14.624166666666667,24,True,1018.0,24,True
2016-05-22,14.181833333333335,24,True,1014.4791666666666,24,True
2016-05-23,13.949875,24,True,1014.25,24,True
2016-05-24,14.1875,24,True,1016.90625,24,True
2016-05-25,12.997124999999999,24,True,1018.7083333333334,24,True
2016-05-26,13.803791666666667,24,True,1016.5,24,True
2016-05-27,15.119625,24,True,1014.3645833333334,24,True
2016-05-28,13.650666666666666,24,True,1018.34375,24,True
2016-05-29,14.653916666666667,24,True,1018.4583333333334,24,True
2016-05-30,14.840916666666667,24,True,1017.2395833333334,24,True
2016-05-31,13.303958333333334,24,True,1015.46875,24,True
2016-06-01,14.147583333333332,24,True,1017.7916666666666,24,True
2016-06-02,14.185333333333332,24,True,1015.0,24,True
2016-06-03,14.476333333333335,24,True,1013.3645833333334,24,True
2016-06-04,13.933124999999999,24,True,1016.96875,24,True
2016-06-05,13.109791666666666,24,True,1017.5625,24,True
2016-06-06,13.216000000000001,24,True,1020.9479166666666,24,True
2016-06-07,12.123958333333334,24,True,1018.4895833333334,24,True
2016-06-08,11.277458333333334,24,True,1018.7395833333334,24,True
2016-06-09,10.053958333333332,24,True,1018.0729166666666,24,True
2016-06-10,10.549208333333333,24,True,1018.96875,24,True
2016-06-11,12.175708333333333,24,True,1018.3541666666666,24,True
2016-06-12,17.347166666666666,24,True,1015.7708333333334,24,True
2016-06-13,14.335625,24,True,1018.25,24,True
2016-06-14,12.583583333333332,24,True,1018.65625,24,True
2016-06-15,12.181166666666668,24,True,1018.9375,24,True
2016-06-16,11.695708333333334,24,True,1016.03125,24,True
2016-06-17,12.660291666666666,24,True,1016.9375,24,True
2016-06-18,12.658499999999998,24,True,1016.9375,24,True
2016-06-19,12.714166666666666,24,True,1018.7604166666666,24,True
2016-06-20,11.876333333333333,24,True,1019.7395833333334,24,True
2016-06-21,10.841958333333332,24,True,1017.4895833333334,24,True
2016-06-22,10.502666666666666,24,True,1017.34375,24,True
2016-06-23,10.184291666666667,24,True,1016.3333333333334,24,True
2016-06-24,11.512083333333335,24,True,1016.8854166666666,24,True
2016-06-25,12.084791666666668,24,True,1018.7916666666666,24,True
2016-06-26,11.929791666666667,24,True,1019.9583333333334,24,True
2016-06-27,11.354166666666666,24,True,1016.7395833333334,24,True
2016-06-28,10.771374999999999,24,True,1015.1979166666666,24,True
2016-06-29,12.543625,24,True,1016.1041666666666,24,True
2016-06-30,11.555875,24,True,1014.1354166666666,24,True
2016-07-01,11.850041666666668,24,True,1014.7395833333334,24,True
2016-07-02,12.830166666666665,24,True,1016.625,24,True
2016-07-03,13.372124999999999,24,True,1017.71875,24,True
2016-07-04,13.434624999999999,24,True,1019.3229166666666,24,True
2016-07-05,11.660333333333334,24,True,1023.8958333333334,24,True
2016-07-06,12.969583333333333,24,True,1017.0625,24,True
2016-07-07,12.066166666666668,24,True,1015.7604166666666,24,True
2016-07-08,13.396833333333333,24,True,1018.6666666666666,24,True
2016-07-09,12.005291666666666,24,True,1015.59375,24,True
2016-07-10,11.487124999999999,24,True,1017.0,24,True
2016-07-11,13.21925,24,True,1019.3958333333334,24,True
2016-07-12,11.597708333333335,24,True,1015.78125,24,True
2016-07-13,12.698749999999999,24,True,1017.96875,24,True
2016-07-14,13.183541666666665,24,True,1019.4166666666666,24,True
2016-07-15,11.307125,24,True,1020.2916666666666,24,True
2016-07-16,10.694333333333333,24,True,1015.90625,24,True
2016-07-17,12.488708333333333,24,True,1019.8229166666666,24,True
2016-07-18,12.053083333333333,24,True,1017.3541666666666,24,True
2016-07-19,12.170333333333334,24,True,1017.4375,24,True
2016-07-20,12.664625000000001,24,True,1018.6666666666666,24,True
2016-07-21,12.935458333333335,24,True,1016.5520833333334,24,True
2016-07-22,12.912041666666667,24,True,1017.1875,24,True
2016-07-23,11.517291666666667,24,True,1016.5,24,True
2016-07-24,12.166375,24,True,1016.71875,24,True
2016-07-25,14.158,24,True,1021.7916666666666,24,True
2016-07-26,14.0435,24,True,1014.1979166666666,24,True
2016-07-27,12.869708333333334,24,True,1014.1666666666666,24,True
2016-07-28,12.844833333333334,24,True,1016.0729166666666,24,True
2016-07-29,12.1715,24,True,1014.8020833333334,24,True
2016-07-30,11.045,24,True,1015.6145833333334,24,True
2016-07-31,12.622833333333332,24,True,1019.09375,24,True
2016-08-01,13.947416666666667,24,True,1014.7395833333334,24,True
2016-08-02,11.483166666666667,24,True,1016.2916666666666,24,True
2016-08-03,11.750708333333334,24,True,1017.3333333333334,24,True
2016-08-04,11.424916666666666,24,True,1014.7083333333334,24,True
2016-08-05,12.006958333333332,24,True,1018.3958333333334,24,True
2016-08-06,12.202958333333333,24,True,1018.4479166666666,24,True
2016-08-07,12.212708333333333,24,True,1018.0104166666666,24,True
2016-08-08,11.815125,24,True,1017.40625,24,True
2016-08-09,11.840416666666668,24,True,1015.7916666666666,24,True
2016-08-10,12.174375,24,True,1017.6145833333334,24,True
2016-08-11,12.956916666666666,24,True,1018.0208333333334,24,True
2016-08-12,11.4855,24,True,1015.9270833333334,24,True
2016-08-13,12.395083333333332,24,True,1016.9166666666666,24,True
2016-08-14,12.204416666666667,24,True,1016.71875,24,True
2016-08-15,15.394166666666665,24,True,1011.9479166666666,24,True
2016-08-16,14.004333333333333,24,True,1015.28125,24,True
2016-08-17,16.264625,24,True,1018.3541666666666,24,True
2016-08-18,15.759791666666667,24,True,1018.6666666666666,24,True
2016-08-19,13.605791666666667,24,True,1020.7604166666666,24,True
2016-08-20,13.570791666666667,24,True,1018.4375,24,True
2016-08-21,12.506958333333332,24,True,1011.21875,24,True
2016-08-22,12.882708333333333,24,True,1013.84375,24,True
2016-08-23,13.102458333333333,24,True,1014.8506666666667,24,True
2016-08-24,12.849166666666667,24,True,1017.9722083333332,24,True
2016-08-25,12.3455,24,True,1016.5417083333333,24,True
2016-08-26,11.909458333333333,24,True,1016.4653333333334,24,True
2016-08-27,12.990791666666667,24,True,1018.9721666666666,24,True
2016-08-28,12.565875,24,True,1019.9861666666667,24,True
2016-08-29,11.485125000000002,24,True,1022.5139166666667,24,True
2016-08-30,13.074458333333332,24,True,1017.7152916666668,24,True
2016-08-31,13.165416666666665,24,True,1017.583375,24,True
2016-09-01,12.595583333333332,24,True,1021.3472083333332,24,True
2016-09-02,12.167083333333332,24,True,1020.5416666666666,24,True
2016-09-03,10.855375,24,True,1018.4097499999999,24,True
2016-09-04,9.955375,24,True,1018.8889166666667,24,True
2016-09-05,11.000625,24,True,1019.7847499999999,24,True
2016-09-06,11.4775,24,True,1014.625,24,True
2016-09-07,12.266666666666666,24,True,1017.9027083333334,24,True
2016-09-08,11.853333333333333,24,True,1016.5902916666668,24,True
2016-09-09,11.972666666666667,24,True,1015.0694166666667,24,True
2016-09-10,12.78225,24,True,1018.7986666666667,24,True
2016-09-11,13.464833333333333,24,True,1020.4166666666666,24,True
2016-09-12,13.528833333333333,24,True,1019.1597499999999,24,True
2016-09-13,12.794208333333332,24,True,1015.6805833333333,24,True
2016-09-14,13.095875,24,True,1020.4930416666666,24,True
2016-09-15,12.721874999999999,24,True,1017.6597083333332,24,True
2016-09-16,12.378291666666668,24,True,1016.270875,24,True
2016-09-17,13.170625,24,True,1015.5625,24,True
2016-09-18,12.702791666666668,24,True,1013.5417083333333,24,True
2016-09-19,13.138041666666666,24,True,1013.5347083333332,24,True
2016-09-20,13.364458333333333,24,True,1013.958375,24,True
2016-09-21,13.632916666666667,24,True,1015.1944583333334,24,True
2016-09-22,12.870375000000001,24,True,1014.9444583333334,24,True
2016-09-23,13.282125,24,True,1017.9652916666668,24,True
2016-09-24,11.714958333333334,24,True,1017.520875,24,True
2016-09-25,12.734291666666666,24,True,1016.8610833333333,24,True
2016-09-26,12.727041666666667,24,True,1015.333375,24,True
2016-09-27,13.292666666666667,24,True,1015.166625,24,True
2016-09-28,13.1785,24,True,1017.8750416666667,24,True
2016-09-29,14.368375,24,True,1019.4652916666668,24,True
2016-09-30,14.240791666666667,24,True,1015.6597916666666,24,True
2016-10-01,13.421458333333334,24,True,1015.951375,24,True
2016-10-02,13.520249999999999,24,True,1016.8055833333333,24,True
2016-10-03,14.272125,24,True,1017.5764166666667,24,True
2016-10-04,17.278208333333335,24,True,1016.6597499999999,24,True
2016-10-05,17.581791666666668,24,True,1012.7500416666667,24,True
2016-10-06,14.348291666666666,24,True,1013.0625416666667,24,True
2016-10-07,14.880749999999999,24,True,1014.1597083333332,24,True
